filename,width,height,class,xmin,ymin,xmax,ymax
019_top_grass00066.jpg,1280,720,rumex,665,322,739,380
019_top_grass00066.jpg,1280,720,rumex,638,212,697,289
01731.jpg,1280,720,rumex,37,17,1123,720
00901.jpg,1280,720,rumex,1,33,1141,718
025_hand_grass00136.jpg,1280,720,rumex,613,208,1048,322
017_top_grass00126.jpg,1280,720,rumex,684,235,752,294
017_top_grass00126.jpg,1280,720,rumex,517,281,626,352
00536.jpg,1280,720,rumex,4,4,1209,720
028_00146.jpg,1280,720,rumex,621,589,740,720
004_00341.jpg,1280,720,rumex,562,484,1156,720
01711.jpg,1280,720,rumex,8,13,1113,709
024_hand_bush00141.jpg,1280,720,rumex,427,184,816,521
00416.jpg,1280,720,rumex,134,1,1075,705
017_top_grass00161.jpg,1280,720,rumex,750,542,826,589
017_top_grass00161.jpg,1280,720,rumex,591,580,698,647
017_top_grass00216.jpg,1280,720,rumex,729,493,801,551
017_top_grass00216.jpg,1280,720,rumex,490,475,634,552
00001.jpg,1280,720,rumex,136,14,740,647
004_00281.jpg,1280,720,rumex,393,1,915,378
01346.jpg,1280,720,rumex,1,13,609,616
01691.jpg,1280,720,rumex,1,10,1025,699
024_hand_bush00176.jpg,1280,720,rumex,487,191,761,430
019_top_grass00116.jpg,1280,720,rumex,677,599,758,661
019_top_grass00116.jpg,1280,720,rumex,647,485,706,569
002_00281.jpg,1280,720,rumex,248,558,509,720
002_00281.jpg,1280,720,rumex,1,203,275,504
002_00281.jpg,1280,720,rumex,457,1,1082,312
021_top_bush00066.jpg,1280,720,rumex,499,80,891,375
002_00451.jpg,1280,720,rumex,807,184,979,408
002_00451.jpg,1280,720,rumex,821,1,1131,269
003_00091.jpg,1280,720,rumex,387,280,778,475
01756.jpg,1280,720,rumex,4,4,1151,720
01436.jpg,1280,720,rumex,1,70,705,695
017_top_grass00131.jpg,1280,720,rumex,669,268,742,331
017_top_grass00131.jpg,1280,720,rumex,512,315,613,385
00371.jpg,1280,720,rumex,249,1,1012,622
021_top_bush00116.jpg,1280,720,rumex,542,324,948,692
00216.jpg,1280,720,rumex,476,1,1023,465
004_00306.jpg,1280,720,rumex,487,34,1064,566
004_00086.jpg,1280,720,rumex,413,1,915,286
017_top_grass00271.jpg,1280,720,rumex,734,177,873,274
017_top_grass00271.jpg,1280,720,rumex,444,161,624,277
030_00016.jpg,1280,720,rumex,710,306,925,611
030_00031.jpg,1280,720,rumex,727,288,950,586
021_top_bush00136.jpg,1280,720,rumex,454,486,808,720
019_top_grass00071.jpg,1280,720,rumex,705,347,773,404
019_top_grass00071.jpg,1280,720,rumex,669,241,728,306
01726.jpg,1280,720,rumex,37,26,1110,720
024_hand_bush00106.jpg,1280,720,rumex,537,262,937,608
00896.jpg,1280,720,rumex,19,34,1200,720
002_00071.jpg,1280,720,rumex,1,1,128,66
002_00071.jpg,1280,720,rumex,547,1,995,184
002_00071.jpg,1280,720,rumex,725,201,881,451
002_00071.jpg,1280,720,rumex,848,12,1255,426
00376.jpg,1280,720,rumex,215,1,1031,615
01651.jpg,1280,720,rumex,1,1,1045,713
025_hand_grass00131.jpg,1280,720,rumex,572,249,1044,377
008_00096.jpg,1280,720,rumex,487,404,728,571
025_hand_grass00111.jpg,1280,720,rumex,519,274,1000,392
00506.jpg,1280,720,rumex,4,25,1208,714
017_top_grass00181.jpg,1280,720,rumex,742,622,816,665
017_top_grass00181.jpg,1280,720,rumex,555,648,686,720
01016.jpg,1280,720,rumex,1,4,508,708
018_top_grass00021.jpg,1280,720,rumex,180,1,266,74
019_top_grass00021.jpg,1280,720,rumex,708,47,795,109
024_hand_bush00096.jpg,1280,720,rumex,530,240,915,577
01326.jpg,1280,720,rumex,1,11,635,610
00031.jpg,1280,720,rumex,1,19,574,633
01706.jpg,1280,720,rumex,9,9,1089,717
018_top_grass00046.jpg,1280,720,rumex,758,54,829,168
018_top_grass00046.jpg,1280,720,rumex,669,167,706,204
018_top_grass00046.jpg,1280,720,rumex,164,140,256,220
018_top_grass00046.jpg,1280,720,rumex,74,35,158,95
00491.jpg,1280,720,rumex,6,66,1180,720
004_00121.jpg,1280,720,rumex,370,378,876,720
01416.jpg,1280,720,rumex,1,19,682,653
022_top_bush00146.jpg,1280,720,rumex,595,495,734,649
00426.jpg,1280,720,rumex,139,1,1124,714
017_top_grass00241.jpg,1280,720,rumex,717,311,816,381
017_top_grass00241.jpg,1280,720,rumex,480,295,639,377
00291.jpg,1280,720,rumex,409,1,1039,547
017_top_grass00256.jpg,1280,720,rumex,760,125,875,216
017_top_grass00256.jpg,1280,720,rumex,494,117,655,226
027_00101.jpg,1280,720,rumex,408,581,499,712
00656.jpg,1280,720,rumex,30,21,1109,685
024_hand_bush00206.jpg,1280,720,rumex,501,261,694,444
027_00001.jpg,1280,720,rumex,558,154,618,295
00211.jpg,1280,720,rumex,510,1,1015,463
00151.jpg,1280,720,rumex,654,1,1066,342
00561.jpg,1280,720,rumex,51,73,1248,720
01386.jpg,1280,720,rumex,378,170,666,607
00511.jpg,1280,720,rumex,2,1,1164,720
019_top_grass00036.jpg,1280,720,rumex,650,196,724,254
019_top_grass00036.jpg,1280,720,rumex,627,84,685,158
017_top_grass00096.jpg,1280,720,rumex,663,27,739,106
017_top_grass00096.jpg,1280,720,rumex,506,91,616,179
004_00316.jpg,1280,720,rumex,499,129,1073,671
01646.jpg,1280,720,rumex,4,1,1132,705
026_00111.jpg,1280,720,rumex,877,489,1007,696
026_00111.jpg,1280,720,rumex,754,284,890,434
017_top_grass00156.jpg,1280,720,rumex,738,494,806,543
017_top_grass00156.jpg,1280,720,rumex,565,531,680,600
00231.jpg,1280,720,rumex,452,1,983,469
01806.jpg,1280,720,rumex,7,8,1120,713
004_00081.jpg,1280,720,rumex,525,24,698,197
003_00036.jpg,1280,720,rumex,467,214,835,351
004_00256.jpg,1280,720,rumex,114,1,267,168
024_hand_bush00201.jpg,1280,720,rumex,494,245,713,440
003_00026.jpg,1280,720,rumex,490,231,808,368
021_top_bush00041.jpg,1280,720,rumex,527,1,906,243
018_top_grass00121.jpg,1280,720,rumex,761,474,853,610
018_top_grass00121.jpg,1280,720,rumex,840,320,891,406
018_top_grass00121.jpg,1280,720,rumex,28,570,148,680
021_top_bush00081.jpg,1280,720,rumex,507,118,893,458
004_00321.jpg,1280,720,rumex,499,195,1081,720
001_00186.jpg,1280,720,rumex,696,357,925,606
001_00186.jpg,1280,720,rumex,933,566,976,648
001_00186.jpg,1280,720,rumex,375,274,547,454
001_00186.jpg,1280,720,rumex,1044,1,1280,224
00616.jpg,1280,720,rumex,23,10,1237,692
021_top_bush00141.jpg,1280,720,rumex,431,560,760,720
00566.jpg,1280,720,rumex,1,40,1247,720
025_hand_grass00101.jpg,1280,720,rumex,432,289,922,411
021_top_bush00131.jpg,1280,720,rumex,479,450,847,720
019_top_grass00056.jpg,1280,720,rumex,644,259,718,319
019_top_grass00056.jpg,1280,720,rumex,627,154,679,227
025_hand_grass00106.jpg,1280,720,rumex,480,272,970,394
01461.jpg,1280,720,rumex,1,100,1006,699
01026.jpg,1280,720,rumex,1,13,394,704
00881.jpg,1280,720,rumex,1,73,1124,715
022_top_bush00046.jpg,1280,720,rumex,289,28,910,370
002_00096.jpg,1280,720,rumex,1,57,225,346
002_00096.jpg,1280,720,rumex,407,21,742,328
002_00096.jpg,1280,720,rumex,764,437,868,698
002_00096.jpg,1280,720,rumex,556,140,964,544
002_00096.jpg,1280,720,rumex,841,251,1258,678
002_00096.jpg,1280,720,rumex,936,1,1211,295
002_00096.jpg,1280,720,rumex,793,118,1111,277
01781.jpg,1280,720,rumex,6,10,1151,720
018_top_grass00071.jpg,1280,720,rumex,165,263,247,347
018_top_grass00071.jpg,1280,720,rumex,68,161,145,212
018_top_grass00071.jpg,1280,720,rumex,770,179,842,279
018_top_grass00071.jpg,1280,720,rumex,833,43,871,122
024_hand_bush00001.jpg,1280,720,rumex,460,255,807,573
001_00131.jpg,1280,720,rumex,835,1,1035,81
024_hand_bush00031.jpg,1280,720,rumex,467,282,777,594
00301.jpg,1280,720,rumex,398,1,1074,540
017_top_grass00296.jpg,1280,720,rumex,740,351,876,452
017_top_grass00296.jpg,1280,720,rumex,417,321,608,442
022_top_bush00111.jpg,1280,720,rumex,579,1,942,487
01581.jpg,1280,720,rumex,8,1,961,687
025_hand_grass00151.jpg,1280,720,rumex,576,261,935,339
00836.jpg,1280,720,rumex,20,82,1089,720
00286.jpg,1280,720,rumex,424,1,1028,524
01291.jpg,1280,720,rumex,1,16,610,532
028_00091.jpg,1280,720,rumex,498,38,859,321
00796.jpg,1280,720,rumex,4,8,1260,720
01721.jpg,1280,720,rumex,12,11,1116,720
005_00146.jpg,1280,720,rumex,424,98,615,255
019_top_grass00051.jpg,1280,720,rumex,631,248,707,300
019_top_grass00051.jpg,1280,720,rumex,606,133,666,204
00701.jpg,1280,720,rumex,21,53,1093,701
023_top_bush00061.jpg,1280,720,rumex,581,1,1118,577
004_00266.jpg,1280,720,rumex,271,1,433,254
024_hand_bush00016.jpg,1280,720,rumex,513,268,841,581
022_top_bush00016.jpg,1280,720,rumex,712,1,902,81
022_top_bush00016.jpg,1280,720,rumex,310,1,498,59
017_top_grass00251.jpg,1280,720,rumex,502,163,659,254
017_top_grass00251.jpg,1280,720,rumex,750,173,861,256
005_00156.jpg,1280,720,rumex,399,177,593,335
01561.jpg,1280,720,rumex,1,13,926,678
018_top_grass00166.jpg,1280,720,rumex,469,362,559,499
018_top_grass00166.jpg,1280,720,rumex,558,199,602,298
00226.jpg,1280,720,rumex,456,1,1001,466
021_top_bush00046.jpg,1280,720,rumex,511,1,889,265
023_top_bush00091.jpg,1280,720,rumex,576,194,1118,720
00126.jpg,1280,720,rumex,750,1,1179,241
022_top_bush00056.jpg,1280,720,rumex,226,151,880,482
00281.jpg,1280,720,rumex,414,1,1024,510
025_hand_grass00141.jpg,1280,720,rumex,625,228,1017,324
00361.jpg,1280,720,rumex,261,1,1041,627
00756.jpg,1280,720,rumex,39,12,1242,680
01736.jpg,1280,720,rumex,9,21,1204,720
001_00046.jpg,1280,720,rumex,139,69,287,211
001_00046.jpg,1280,720,rumex,591,112,938,375
001_00046.jpg,1280,720,rumex,722,1,778,69
001_00046.jpg,1280,720,rumex,512,1,596,57
001_00046.jpg,1280,720,rumex,1,15,68,104
00531.jpg,1280,720,rumex,2,11,1177,720
026_00016.jpg,1280,720,rumex,857,1,951,51
01526.jpg,1280,720,rumex,4,20,1005,703
001_00041.jpg,1280,720,rumex,604,97,947,344
001_00041.jpg,1280,720,rumex,195,43,304,157
001_00041.jpg,1280,720,rumex,299,135,325,166
001_00041.jpg,1280,720,rumex,755,1,806,55
001_00041.jpg,1280,720,rumex,598,1,641,40
001_00041.jpg,1280,720,rumex,34,1,128,66
025_hand_grass00011.jpg,1280,720,rumex,795,1,983,51
026_00141.jpg,1280,720,rumex,799,510,945,646
00596.jpg,1280,720,rumex,27,23,1280,706
01411.jpg,1280,720,rumex,107,266,679,703
00236.jpg,1280,720,rumex,427,1,964,476
019_top_grass00041.jpg,1280,720,rumex,647,216,710,270
019_top_grass00041.jpg,1280,720,rumex,618,112,673,178
026_00121.jpg,1280,720,rumex,904,545,1036,720
026_00121.jpg,1280,720,rumex,770,348,916,496
001_00306.jpg,1280,720,rumex,398,95,553,304
001_00306.jpg,1280,720,rumex,1,278,318,526
001_00306.jpg,1280,720,rumex,665,248,1082,675
001_00306.jpg,1280,720,rumex,482,314,865,518
025_hand_grass00146.jpg,1280,720,rumex,601,229,976,327
01001.jpg,1280,720,rumex,4,2,645,720
022_top_bush00136.jpg,1280,720,rumex,452,346,819,720
026_00161.jpg,1280,720,rumex,860,633,975,720
002_00481.jpg,1280,720,rumex,685,358,938,549
002_00481.jpg,1280,720,rumex,702,228,890,386
002_00481.jpg,1280,720,rumex,716,441,947,689
021_top_bush00051.jpg,1280,720,rumex,507,1,889,286
00186.jpg,1280,720,rumex,570,1,1023,419
00141.jpg,1280,720,rumex,694,1,1117,319
01491.jpg,1280,720,rumex,1,30,1062,719
002_00051.jpg,1280,720,rumex,3,620,133,720
002_00051.jpg,1280,720,rumex,165,615,261,715
002_00051.jpg,1280,720,rumex,736,1,875,249
002_00051.jpg,1280,720,rumex,893,1,1101,183
024_hand_bush00116.jpg,1280,720,rumex,538,291,925,630
018_top_grass00141.jpg,1280,720,rumex,650,457,739,604
018_top_grass00141.jpg,1280,720,rumex,729,293,776,391
008_00041.jpg,1280,720,rumex,518,69,731,226
01421.jpg,1280,720,rumex,1,115,648,654
018_top_grass00176.jpg,1280,720,rumex,436,319,518,437
018_top_grass00176.jpg,1280,720,rumex,527,169,569,263
00981.jpg,1280,720,rumex,1,16,748,707
022_top_bush00211.jpg,1280,720,rumex,394,9,757,702
003_00046.jpg,1280,720,rumex,484,206,947,349
024_hand_bush00081.jpg,1280,720,rumex,472,218,833,547
01611.jpg,1280,720,rumex,1,14,1034,689
01681.jpg,1280,720,rumex,1,10,987,711
01551.jpg,1280,720,rumex,1,1,1037,663
01261.jpg,1280,720,rumex,1,14,608,545
00516.jpg,1280,720,rumex,4,12,1158,720
022_top_bush00031.jpg,1280,720,rumex,314,1,927,240
003_00116.jpg,1280,720,rumex,458,238,691,423
00636.jpg,1280,720,rumex,49,10,1177,688
003_00106.jpg,1280,720,rumex,385,348,671,538
025_hand_grass00021.jpg,1280,720,rumex,656,107,890,180
002_00551.jpg,1280,720,rumex,1078,112,1155,251
028_00151.jpg,1280,720,rumex,622,658,737,720
026_00116.jpg,1280,720,rumex,877,524,1014,720
026_00116.jpg,1280,720,rumex,739,317,891,466
00501.jpg,1280,720,rumex,2,27,1209,720
01441.jpg,1280,720,rumex,1,160,933,717
00911.jpg,1280,720,rumex,13,1,1095,720
00251.jpg,1280,720,rumex,416,1,1009,484
005_00166.jpg,1280,720,rumex,427,292,621,463
025_hand_grass00051.jpg,1280,720,rumex,627,351,885,413
026_00101.jpg,1280,720,rumex,869,423,991,607
026_00101.jpg,1280,720,rumex,741,200,877,350
003_00001.jpg,1280,720,rumex,551,1,640,81
022_top_bush00116.jpg,1280,720,rumex,562,26,928,540
022_top_bush00246.jpg,1280,720,rumex,684,522,823,720
019_top_grass00016.jpg,1280,720,rumex,714,1,794,52
01516.jpg,1280,720,rumex,1,13,931,694
001_00191.jpg,1280,720,rumex,682,326,918,571
001_00191.jpg,1280,720,rumex,930,518,978,606
001_00191.jpg,1280,720,rumex,342,240,521,441
001_00191.jpg,1280,720,rumex,1025,1,1280,144
00621.jpg,1280,720,rumex,35,10,1226,700
030_00011.jpg,1280,720,rumex,675,283,895,551
00271.jpg,1280,720,rumex,408,1,1028,512
01546.jpg,1280,720,rumex,1,1,899,662
023_top_bush00096.jpg,1280,720,rumex,573,226,1114,720
00626.jpg,1280,720,rumex,46,13,1210,698
024_hand_bush00196.jpg,1280,720,rumex,514,225,764,428
024_hand_bush00166.jpg,1280,720,rumex,484,173,801,445
028_00101.jpg,1280,720,rumex,495,81,851,374
023_top_bush00051.jpg,1280,720,rumex,565,45,1089,499
021_top_bush00086.jpg,1280,720,rumex,515,149,898,496
00976.jpg,1280,720,rumex,1,8,738,712
019_top_grass00121.jpg,1280,720,rumex,658,637,745,702
019_top_grass00121.jpg,1280,720,rumex,634,535,691,611
01506.jpg,1280,720,rumex,1,59,971,696
01286.jpg,1280,720,rumex,1,4,602,561
004_00096.jpg,1280,720,rumex,373,92,885,431
022_top_bush00131.jpg,1280,720,rumex,469,276,836,720
021_top_bush00016.jpg,1280,720,rumex,599,1,882,86
022_top_bush00071.jpg,1280,720,rumex,136,312,714,720
00316.jpg,1280,720,rumex,374,1,1077,601
018_top_grass00156.jpg,1280,720,rumex,536,404,621,551
018_top_grass00156.jpg,1280,720,rumex,622,242,661,337
01591.jpg,1280,720,rumex,1,1,937,675
00161.jpg,1280,720,rumex,617,1,1077,357
017_top_grass00201.jpg,1280,720,rumex,715,542,785,583
017_top_grass00201.jpg,1280,720,rumex,513,535,643,601
00016.jpg,1280,720,rumex,60,26,677,646
022_top_bush00076.jpg,1280,720,rumex,117,376,650,720
00671.jpg,1280,720,rumex,46,37,1144,676
00971.jpg,1280,720,rumex,2,1,796,710
00496.jpg,1280,720,rumex,4,42,1193,716
017_top_grass00036.jpg,1280,720,rumex,621,196,696,235
017_top_grass00036.jpg,1280,720,rumex,454,116,569,189
01741.jpg,1280,720,rumex,18,22,1094,720
017_top_grass00021.jpg,1280,720,rumex,610,12,690,52
017_top_grass00186.jpg,1280,720,rumex,722,611,797,658
017_top_grass00186.jpg,1280,720,rumex,542,626,666,696
004_00336.jpg,1280,720,rumex,562,411,1148,717
022_top_bush00161.jpg,1280,720,rumex,468,1,679,120
01021.jpg,1280,720,rumex,1,3,481,711
01786.jpg,1280,720,rumex,12,12,1112,720
003_00031.jpg,1280,720,rumex,476,212,830,364
018_top_grass00056.jpg,1280,720,rumex,163,196,244,285
018_top_grass00056.jpg,1280,720,rumex,69,95,144,148
018_top_grass00056.jpg,1280,720,rumex,824,1,861,72
018_top_grass00056.jpg,1280,720,rumex,758,125,826,242
018_top_grass00056.jpg,1280,720,rumex,669,235,701,269
025_hand_grass00046.jpg,1280,720,rumex,634,292,882,356
019_top_grass00031.jpg,1280,720,rumex,670,161,738,217
019_top_grass00031.jpg,1280,720,rumex,645,49,705,128
00801.jpg,1280,720,rumex,1,1,1258,712
008_00071.jpg,1280,720,rumex,515,269,735,440
023_top_bush00041.jpg,1280,720,rumex,588,1,1108,354
017_top_grass00141.jpg,1280,720,rumex,686,356,752,409
017_top_grass00141.jpg,1280,720,rumex,523,399,627,470
019_top_grass00026.jpg,1280,720,rumex,690,116,760,170
019_top_grass00026.jpg,1280,720,rumex,665,4,726,78
018_top_grass00066.jpg,1280,720,rumex,756,161,829,267
018_top_grass00066.jpg,1280,720,rumex,819,22,859,105
018_top_grass00066.jpg,1280,720,rumex,56,137,144,191
018_top_grass00066.jpg,1280,720,rumex,155,242,240,327
003_00051.jpg,1280,720,rumex,478,174,964,328
028_00096.jpg,1280,720,rumex,498,60,859,348
01401.jpg,1280,720,rumex,263,249,678,628
022_top_bush00011.jpg,1280,720,rumex,777,1,913,33
017_top_grass00266.jpg,1280,720,rumex,756,115,870,217
017_top_grass00266.jpg,1280,720,rumex,444,111,628,219
024_hand_bush00006.jpg,1280,720,rumex,498,243,835,563
00941.jpg,1280,720,rumex,1,9,1118,693
002_00061.jpg,1280,720,rumex,713,89,862,358
002_00061.jpg,1280,720,rumex,867,1,1244,303
002_00061.jpg,1280,720,rumex,547,1,668,72
023_top_bush00131.jpg,1280,720,rumex,543,427,970,720
018_top_grass00091.jpg,1280,720,rumex,192,405,282,486
018_top_grass00091.jpg,1280,720,rumex,95,311,173,356
018_top_grass00091.jpg,1280,720,rumex,817,290,882,394
018_top_grass00091.jpg,1280,720,rumex,869,148,905,237
022_top_bush00101.jpg,1280,720,rumex,591,128,914,391
023_top_bush00026.jpg,1280,720,rumex,624,1,827,135
004_00091.jpg,1280,720,rumex,399,35,905,361
019_top_grass00046.jpg,1280,720,rumex,627,233,702,286
019_top_grass00046.jpg,1280,720,rumex,605,117,663,196
028_00086.jpg,1280,720,rumex,491,17,851,294
01391.jpg,1280,720,rumex,309,151,714,629
025_hand_grass00071.jpg,1280,720,rumex,462,348,861,447
027_00016.jpg,1280,720,rumex,513,264,570,418
027_00016.jpg,1280,720,rumex,259,6,364,164
00036.jpg,1280,720,rumex,1,1,537,622
022_top_bush00226.jpg,1280,720,rumex,446,223,839,720
00541.jpg,1280,720,rumex,1,8,1222,720
026_00046.jpg,1280,720,rumex,831,110,948,244
00296.jpg,1280,720,rumex,402,1,1059,549
00391.jpg,1280,720,rumex,190,1,1103,655
008_00046.jpg,1280,720,rumex,511,115,731,275
019_top_grass00086.jpg,1280,720,rumex,749,431,834,489
019_top_grass00086.jpg,1280,720,rumex,723,326,779,400
002_00561.jpg,1280,720,rumex,1127,248,1210,395
026_00031.jpg,1280,720,rumex,842,26,958,165
027_00081.jpg,1280,720,rumex,473,418,571,561
01621.jpg,1280,720,rumex,2,1,956,692
022_top_bush00201.jpg,1280,720,rumex,352,1,715,609
01406.jpg,1280,720,rumex,146,245,671,680
01366.jpg,1280,720,rumex,2,1,692,418
024_hand_bush00146.jpg,1280,720,rumex,475,175,865,516
025_hand_grass00116.jpg,1280,720,rumex,542,273,1021,395
028_00056.jpg,1280,720,rumex,734,1,835,63
00746.jpg,1280,720,rumex,26,20,1235,698
023_top_bush00121.jpg,1280,720,rumex,554,389,1038,720
017_top_grass00261.jpg,1280,720,rumex,743,95,876,195
017_top_grass00261.jpg,1280,720,rumex,459,88,644,196
002_00546.jpg,1280,720,rumex,1058,28,1141,175
022_top_bush00176.jpg,1280,720,rumex,395,7,765,345
017_top_grass00166.jpg,1280,720,rumex,761,588,831,636
017_top_grass00166.jpg,1280,720,rumex,586,623,702,694
017_top_grass00066.jpg,1280,720,rumex,505,420,613,502
017_top_grass00066.jpg,1280,720,rumex,661,511,734,562
00466.jpg,1280,720,rumex,18,10,1149,720
021_top_bush00061.jpg,1280,720,rumex,507,37,899,344
022_top_bush00166.jpg,1280,720,rumex,464,1,677,187
019_top_grass00076.jpg,1280,720,rumex,732,370,801,428
019_top_grass00076.jpg,1280,720,rumex,692,267,752,338
00961.jpg,1280,720,rumex,1,1,861,713
00346.jpg,1280,720,rumex,348,1,1056,626
00471.jpg,1280,720,rumex,21,13,1144,720
01676.jpg,1280,720,rumex,9,1,993,715
003_00126.jpg,1280,720,rumex,518,164,724,354
003_00151.jpg,1280,720,rumex,607,104,802,271
00606.jpg,1280,720,rumex,1,8,1269,708
017_top_grass00046.jpg,1280,720,rumex,615,316,692,361
017_top_grass00046.jpg,1280,720,rumex,453,230,564,311
004_00126.jpg,1280,720,rumex,365,475,886,720
008_00056.jpg,1280,720,rumex,515,200,731,360
00246.jpg,1280,720,rumex,414,1,980,482
00571.jpg,1280,720,rumex,1,16,1213,720
00716.jpg,1280,720,rumex,39,15,1248,692
024_hand_bush00151.jpg,1280,720,rumex,497,181,895,515
00021.jpg,1280,720,rumex,36,34,657,649
004_00101.jpg,1280,720,rumex,342,146,861,504
002_00361.jpg,1280,720,rumex,725,177,1224,581
002_00361.jpg,1280,720,rumex,584,398,708,497
002_00361.jpg,1280,720,rumex,1110,1,1280,108
00131.jpg,1280,720,rumex,726,1,1134,295
026_00061.jpg,1280,720,rumex,835,174,954,326
026_00061.jpg,1280,720,rumex,728,1,842,92
001_00136.jpg,1280,720,rumex,853,1,1048,123
021_top_bush00146.jpg,1280,720,rumex,410,571,637,720
018_top_grass00016.jpg,1280,720,rumex,173,1,261,57
027_00031.jpg,1280,720,rumex,275,95,384,252
027_00031.jpg,1280,720,rumex,530,363,593,501
00581.jpg,1280,720,rumex,10,34,1280,711
002_00581.jpg,1280,720,rumex,1051,521,1145,663
024_hand_bush00076.jpg,1280,720,rumex,472,204,836,529
00936.jpg,1280,720,rumex,1,3,985,715
019_top_grass00126.jpg,1280,720,rumex,660,675,736,720
019_top_grass00126.jpg,1280,720,rumex,632,572,685,653
01761.jpg,1280,720,rumex,6,14,1221,720
00396.jpg,1280,720,rumex,140,1,1078,699
017_top_grass00206.jpg,1280,720,rumex,713,526,786,572
017_top_grass00206.jpg,1280,720,rumex,513,516,633,585
026_00126.jpg,1280,720,rumex,909,577,1046,720
026_00126.jpg,1280,720,rumex,789,386,933,528
00946.jpg,1280,720,rumex,4,1,980,720
00921.jpg,1280,720,rumex,1,14,975,716
023_top_bush00136.jpg,1280,720,rumex,517,444,778,720
00061.jpg,1280,720,rumex,1,181,302,670
030_00001.jpg,1280,720,rumex,653,204,881,495
00306.jpg,1280,720,rumex,432,1,1062,562
008_00126.jpg,1280,720,rumex,448,626,663,720
022_top_bush00061.jpg,1280,720,rumex,186,205,813,559
028_00061.jpg,1280,720,rumex,697,1,850,109
024_hand_bush00181.jpg,1280,720,rumex,526,197,802,423
017_top_grass00171.jpg,1280,720,rumex,759,631,834,675
017_top_grass00171.jpg,1280,720,rumex,588,664,705,720
017_top_grass00226.jpg,1280,720,rumex,738,436,813,495
017_top_grass00226.jpg,1280,720,rumex,485,414,640,495
023_top_bush00031.jpg,1280,720,rumex,629,1,1066,180
022_top_bush00251.jpg,1280,720,rumex,707,629,826,720
002_00616.jpg,1280,720,rumex,1068,563,1217,720
002_00616.jpg,1280,720,rumex,1010,289,1280,661
002_00616.jpg,1280,720,rumex,971,484,1140,720
017_top_grass00211.jpg,1280,720,rumex,712,515,791,565
017_top_grass00211.jpg,1280,720,rumex,486,500,634,578
001_00206.jpg,1280,720,rumex,599,294,910,615
001_00206.jpg,1280,720,rumex,938,508,1002,606
001_00206.jpg,1280,720,rumex,135,254,371,524
026_00081.jpg,1280,720,rumex,848,293,969,455
026_00081.jpg,1280,720,rumex,716,60,858,215
024_hand_bush00011.jpg,1280,720,rumex,516,250,848,569
017_top_grass00061.jpg,1280,720,rumex,492,352,606,442
017_top_grass00061.jpg,1280,720,rumex,656,449,729,500
023_top_bush00101.jpg,1280,720,rumex,560,269,1091,720
00681.jpg,1280,720,rumex,6,18,1168,711
00386.jpg,1280,720,rumex,188,1,1024,692
002_00011.jpg,1280,720,rumex,1,178,147,456
002_00011.jpg,1280,720,rumex,181,194,279,289
028_00071.jpg,1280,720,rumex,684,88,839,217
00846.jpg,1280,720,rumex,1,72,1081,709
030_00056.jpg,1280,720,rumex,656,261,862,551
018_top_grass00081.jpg,1280,720,rumex,186,344,281,423
018_top_grass00081.jpg,1280,720,rumex,85,242,165,294
018_top_grass00081.jpg,1280,720,rumex,859,99,894,178
018_top_grass00081.jpg,1280,720,rumex,795,238,869,331
01661.jpg,1280,720,rumex,1,3,1052,711
003_00006.jpg,1280,720,rumex,536,1,722,111
01301.jpg,1280,720,rumex,4,12,666,562
021_top_bush00036.jpg,1280,720,rumex,529,1,905,227
025_hand_grass00121.jpg,1280,720,rumex,577,296,1043,418
01321.jpg,1280,720,rumex,1,13,694,608
00851.jpg,1280,720,rumex,1,88,1019,714
022_top_bush00121.jpg,1280,720,rumex,534,114,897,601
002_00066.jpg,1280,720,rumex,716,134,875,388
002_00066.jpg,1280,720,rumex,561,4,930,148
002_00066.jpg,1280,720,rumex,865,1,1237,343
00781.jpg,1280,720,rumex,1,1,1280,720
00966.jpg,1280,720,rumex,1,3,827,717
01666.jpg,1280,720,rumex,1,3,1040,711
024_hand_bush00061.jpg,1280,720,rumex,428,234,780,550
01331.jpg,1280,720,rumex,1,3,645,642
00831.jpg,1280,720,rumex,1,47,1164,698
017_top_grass00071.jpg,1280,720,rumex,490,470,601,561
017_top_grass00071.jpg,1280,720,rumex,648,565,721,619
017_top_grass00286.jpg,1280,720,rumex,423,270,626,390
017_top_grass00286.jpg,1280,720,rumex,766,300,894,399
023_top_bush00116.jpg,1280,720,rumex,548,371,1051,720
019_top_grass00096.jpg,1280,720,rumex,776,474,858,532
019_top_grass00096.jpg,1280,720,rumex,738,374,798,446
003_00146.jpg,1280,720,rumex,587,74,781,248
027_00006.jpg,1280,720,rumex,544,195,605,340
027_00006.jpg,1280,720,rumex,308,1,382,66
00261.jpg,1280,720,rumex,407,1,1011,484
01531.jpg,1280,720,rumex,1,1,925,680
01701.jpg,1280,720,rumex,22,6,1011,704
022_top_bush00231.jpg,1280,720,rumex,427,300,845,698
018_top_grass00101.jpg,1280,720,rumex,173,458,266,543
018_top_grass00101.jpg,1280,720,rumex,68,368,153,409
018_top_grass00101.jpg,1280,720,rumex,805,347,873,453
018_top_grass00101.jpg,1280,720,rumex,860,202,895,283
01481.jpg,1280,720,rumex,1,58,987,720
00791.jpg,1280,720,rumex,1,6,1268,717
